<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20180530,000000,2702.4300000,2729.3400000,2702.4300000,2724.0100000,18015
SANDP-500,D,20180531,000000,2720.4000000,2722.5000000,2700.6800000,2705.2700000,18419
SANDP-500,D,20180601,000000,2718.7000000,2736.9300000,2718.7000000,2734.6200000,18359
SANDP-500,D,20180604,000000,2741.6700000,2749.1600000,2740.5400000,2746.8700000,18319
SANDP-500,D,20180605,000000,2748.4600000,2752.6100000,2739.5100000,2748.8000000,17862
SANDP-500,D,20180606,000000,2753.2500000,2772.3500000,2748.4600000,2772.3500000,17948
SANDP-500,D,20180607,000000,2774.8400000,2779.9000000,2760.1600000,2770.3700000,18731
SANDP-500,D,20180608,000000,2765.8400000,2779.3900000,2763.5900000,2779.0300000,18141
SANDP-500,D,20180611,000000,2780.1800000,2790.2100000,2780.1700000,2782.0000000,17641
SANDP-500,D,20180612,000000,2785.6000000,2789.8000000,2778.7800000,2786.8500000,17793
SANDP-500,D,20180613,000000,2787.9400000,2791.4700000,2774.6500000,2775.6300000,18566
SANDP-500,D,20180614,000000,2783.2100000,2789.0600000,2776.5200000,2782.4900000,18279
SANDP-500,D,20180615,000000,2777.7800000,2782.8100000,2761.7300000,2779.6600000,18131
SANDP-500,D,20180618,000000,2765.7900000,2774.9900000,2757.1200000,2773.7500000,18146
SANDP-500,D,20180619,000000,2752.0100000,2765.0500000,2743.1900000,2762.5900000,18756
SANDP-500,D,20180620,000000,2770.8700000,2774.8600000,2763.9100000,2767.3200000,18265
SANDP-500,D,20180621,000000,2769.2800000,2769.2800000,2744.3900000,2749.7600000,19241
SANDP-500,D,20180622,000000,2760.7900000,2764.1700000,2752.6800000,2754.8800000,18316
SANDP-500,D,20180625,000000,2742.9400000,2742.9400000,2698.6700000,2717.0700000,20341
SANDP-500,D,20180626,000000,2722.1200000,2732.9100000,2715.6000000,2723.0600000,19060
SANDP-500,D,20180627,000000,2728.4500000,2746.0900000,2699.6200000,2699.6300000,19643
SANDP-500,D,20180628,000000,2698.4000000,2724.3400000,2691.9900000,2716.3100000,19109
SANDP-500,D,20180629,000000,2727.1300000,2743.2600000,2718.0300000,2718.3700000,18962
SANDP-500,D,20180702,000000,2704.9500000,2727.2600000,2698.9500000,2726.7100000,19161
SANDP-500,D,20180703,000000,2733.2700000,2736.5800000,2711.1600000,2713.2200000,10768
SANDP-500,D,20180705,000000,2724.1900000,2737.8300000,2716.0200000,2736.6100000,18878
SANDP-500,D,20180706,000000,2737.6800000,2764.4100000,2733.5200000,2759.8200000,18203
SANDP-500,D,20180709,000000,2768.5100000,2784.6500000,2768.5100000,2784.1700000,17665
SANDP-500,D,20180710,000000,2789.2000000,2795.5800000,2786.2400000,2793.8400000,17733
SANDP-500,D,20180711,000000,2779.8200000,2785.9000000,2770.7700000,2774.0200000,18326
SANDP-500,D,20180712,000000,2783.1400000,2799.2200000,2781.5300000,2798.2900000,18301
SANDP-500,D,20180713,000000,2796.9300000,2804.5300000,2791.6900000,2801.3100000,17998
SANDP-500,D,20180716,000000,2801.4300000,2803.7100000,2793.3900000,2798.4300000,18139
SANDP-500,D,20180717,000000,2789.2400000,2814.1900000,2789.2400000,2809.5500000,18258
SANDP-500,D,20180718,000000,2811.3500000,2816.7600000,2805.8900000,2815.6200000,17766
SANDP-500,D,20180719,000000,2809.3700000,2812.0500000,2799.7700000,2804.4900000,18339
SANDP-500,D,20180720,000000,2804.5500000,2809.7000000,2800.0100000,2801.8300000,18222
SANDP-500,D,20180723,000000,2799.1700000,2808.5900000,2795.1400000,2806.9800000,18265
SANDP-500,D,20180724,000000,2820.6800000,2829.9900000,2811.1200000,2820.4000000,19386
SANDP-500,D,20180725,000000,2817.7300000,2848.0300000,2817.7300000,2846.0700000,18638
SANDP-500,D,20180726,000000,2835.9600000,2845.5700000,2835.2600000,2837.4400000,18713
SANDP-500,D,20180727,000000,2842.3500000,2843.1700000,2808.3400000,2818.8200000,19629
SANDP-500,D,20180730,000000,2819.2100000,2821.7400000,2798.1100000,2802.6000000,19741
SANDP-500,D,20180731,000000,2809.7300000,2824.4600000,2808.0600000,2816.2900000,19309
SANDP-500,D,20180801,000000,2821.1700000,2825.8300000,2805.8500000,2813.3600000,19373
SANDP-500,D,20180802,000000,2800.4800000,2829.9100000,2796.3400000,2827.2200000,19176
SANDP-500,D,20180803,000000,2829.6200000,2840.3800000,2827.3700000,2840.3500000,18013
SANDP-500,D,20180806,000000,2840.2900000,2853.2900000,2835.9800000,2850.4000000,18038
SANDP-500,D,20180807,000000,2855.9200000,2863.4300000,2855.9200000,2858.4500000,17615
SANDP-500,D,20180808,000000,2856.7900000,2862.4400000,2853.0900000,2857.7000000,17571
SANDP-500,D,20180809,000000,2857.1900000,2862.4800000,2851.9900000,2853.5800000,16827
SANDP-500,D,20180810,000000,2839.1300000,2842.2000000,2825.8100000,2833.2800000,17806
SANDP-500,D,20180813,000000,2835.4600000,2843.4000000,2819.8800000,2821.9300000,18562
SANDP-500,D,20180814,000000,2827.8800000,2843.1100000,2826.6000000,2839.9600000,16877
SANDP-500,D,20180815,000000,2827.9500000,2827.9500000,2802.4900000,2818.3700000,16902
SANDP-500,D,20180816,000000,2831.4400000,2849.3600000,2831.4400000,2840.6900000,16660
SANDP-500,D,20180817,000000,2838.1500000,2855.6300000,2833.7300000,2850.1300000,17825
SANDP-500,D,20180820,000000,2853.9300000,2859.3000000,2850.6200000,2858.5200000,16018
SANDP-500,D,20180821,000000,2862.7000000,2873.2300000,2861.3200000,2862.9600000,15938
SANDP-500,D,20180822,000000,2860.9900000,2867.5400000,2856.0500000,2861.8200000,17767
SANDP-500,D,20180823,000000,2860.2900000,2868.7800000,2854.0300000,2856.9800000,17906
SANDP-500,D,20180824,000000,2862.3500000,2876.1600000,2862.3500000,2874.6900000,17254
SANDP-500,D,20180827,000000,2884.6900000,2898.2500000,2884.6900000,2896.7400000,17671
SANDP-500,D,20180828,000000,2901.4500000,2903.7700000,2893.5000000,2897.5200000,17246
SANDP-500,D,20180829,000000,2900.6200000,2916.5000000,2898.4000000,2914.0400000,17406
SANDP-500,D,20180830,000000,2908.9400000,2912.4600000,2895.2200000,2901.1300000,19142
SANDP-500,D,20180831,000000,2898.3700000,2906.3200000,2891.7300000,2901.5200000,18447
SANDP-500,D,20180904,000000,2896.9600000,2900.1800000,2885.1300000,2896.7200000,18797
SANDP-500,D,20180905,000000,2891.5900000,2894.2100000,2876.9200000,2888.6000000,19382
SANDP-500,D,20180906,000000,2888.2900000,2892.0500000,2867.2900000,2878.0500000,18576
SANDP-500,D,20180907,000000,2868.2600000,2883.8100000,2864.1200000,2871.6800000,19340
SANDP-500,D,20180910,000000,2881.3900000,2886.9300000,2875.9400000,2877.1300000,18571
SANDP-500,D,20180911,000000,2871.5700000,2892.5200000,2866.7800000,2887.8900000,18654
SANDP-500,D,20180912,000000,2888.2900000,2894.6500000,2879.2000000,2888.9200000,19682
SANDP-500,D,20180913,000000,2896.8500000,2906.7600000,2896.3900000,2904.1800000,18770
SANDP-500,D,20180914,000000,2906.3800000,2908.3000000,2895.7700000,2904.9800000,18254
SANDP-500,D,20180917,000000,2903.8300000,2904.6500000,2886.1600000,2888.8000000,18863
SANDP-500,D,20180918,000000,2890.7400000,2911.1700000,2890.4300000,2904.3100000,18468
SANDP-500,D,20180919,000000,2906.6000000,2912.3600000,2903.8200000,2907.9500000,18564
SANDP-500,D,20180920,000000,2919.7300000,2934.8000000,2919.7300000,2931.2400000,18110
SANDP-500,D,20180921,000000,2936.7600000,2940.9100000,2927.1100000,2929.6700000,18528
SANDP-500,D,20180924,000000,2921.8300000,2923.7900000,2912.6300000,2919.3700000,18683
SANDP-500,D,20180925,000000,2921.7500000,2923.9500000,2913.7000000,2915.5600000,18293
SANDP-500,D,20180926,000000,2916.9800000,2931.1500000,2903.2800000,2905.9700000,18484
SANDP-500,D,20180927,000000,2911.6500000,2927.2200000,2909.2700000,2914.0000000,18085
SANDP-500,D,20180928,000000,2910.0300000,2920.5300000,2907.5000000,2913.9800000,18607
SANDP-500,D,20181001,000000,2926.2900000,2937.0600000,2917.9100000,2924.5900000,18568
SANDP-500,D,20181002,000000,2923.8000000,2931.4200000,2919.3700000,2923.4300000,18664
SANDP-500,D,20181003,000000,2931.6900000,2939.8600000,2921.3600000,2925.5100000,18963
SANDP-500,D,20181004,000000,2919.3500000,2919.7800000,2883.9200000,2901.6100000,20301
SANDP-500,D,20181005,000000,2902.5400000,2909.6400000,2869.2900000,2885.5700000,20573
SANDP-500,D,20181008,000000,2877.5300000,2889.4500000,2862.0800000,2884.4300000,20602
SANDP-500,D,20181009,000000,2881.8500000,2894.8300000,2874.2700000,2880.3400000,20202
SANDP-500,D,20181010,000000,2873.9000000,2874.0200000,2784.8600000,2785.6800000,21618
SANDP-500,D,20181011,000000,2776.8700000,2795.1400000,2710.5600000,2728.3700000,21881
SANDP-500,D,20181012,000000,2772.2700000,2775.7700000,2729.4400000,2767.1300000,21801
SANDP-500,D,20181015,000000,2763.8300000,2775.9900000,2749.0300000,2750.7900000,20838
SANDP-500,D,20181016,000000,2767.0500000,2813.4600000,2766.9100000,2809.9200000,20259
SANDP-500,D,20181017,000000,2811.6700000,2816.9400000,2781.8100000,2809.2100000,20835
SANDP-500,D,20181018,000000,2802.0000000,2806.0400000,2755.1800000,2768.7800000,21294
SANDP-500,D,20181019,000000,2775.6600000,2797.7700000,2760.2700000,2767.7800000,20770
SANDP-500,D,20181022,000000,2773.9400000,2778.9400000,2749.2200000,2755.8800000,20177
SANDP-500,D,20181023,000000,2721.0300000,2753.5900000,2691.4300000,2740.6900000,21489
SANDP-500,D,20181024,000000,2737.8700000,2742.5900000,2651.9300000,2656.1000000,21537
SANDP-500,D,20181025,000000,2674.8800000,2722.7000000,2667.8400000,2705.5700000,21254
SANDP-500,D,20181026,000000,2667.8600000,2692.3800000,2628.1600000,2658.6900000,21823
SANDP-500,D,20181029,000000,2682.6500000,2706.8500000,2603.5400000,2641.2500000,21773
SANDP-500,D,20181030,000000,2640.6800000,2685.4300000,2635.3400000,2682.6300000,21841
SANDP-500,D,20181031,000000,2705.6000000,2736.6900000,2705.6000000,2711.7400000,21173
SANDP-500,D,20181101,000000,2717.5800000,2741.6700000,2708.8500000,2740.3700000,20906
SANDP-500,D,20181102,000000,2745.4500000,2756.5500000,2700.4400000,2723.0600000,21346
SANDP-500,D,20181105,000000,2726.3700000,2744.2700000,2717.9400000,2738.3100000,20197
SANDP-500,D,20181106,000000,2738.4000000,2756.8200000,2737.0800000,2755.4500000,19887
SANDP-500,D,20181107,000000,2774.1300000,2815.1500000,2774.1300000,2813.8900000,20242
SANDP-500,D,20181108,000000,2806.3800000,2814.7500000,2794.9900000,2806.8300000,20002
SANDP-500,D,20181109,000000,2794.1000000,2794.1000000,2764.2400000,2781.0100000,20415
SANDP-500,D,20181112,000000,2773.9300000,2775.9900000,2722.0000000,2726.2200000,20836
SANDP-500,D,20181113,000000,2730.0500000,2754.6000000,2714.9800000,2722.1800000,20928
SANDP-500,D,20181114,000000,2737.9000000,2746.8000000,2685.7500000,2701.5800000,20289
SANDP-500,D,20181115,000000,2693.5200000,2735.3800000,2670.7500000,2730.2000000,21198
SANDP-500,D,20181116,000000,2717.9900000,2746.7500000,2712.1600000,2736.2700000,20683
SANDP-500,D,20181119,000000,2730.7400000,2733.1600000,2681.0900000,2690.7300000,21255
SANDP-500,D,20181120,000000,2654.6000000,2669.4400000,2631.5200000,2641.8900000,21613
SANDP-500,D,20181121,000000,2657.7400000,2670.7300000,2649.8200000,2649.9300000,19764
SANDP-500,D,20181123,000000,2633.3600000,2647.5500000,2631.0900000,2632.5600000,10999
SANDP-500,D,20181126,000000,2649.9700000,2674.3500000,2649.9700000,2673.4500000,19839
SANDP-500,D,20181127,000000,2663.7500000,2682.5300000,2655.8900000,2682.1700000,20103
SANDP-500,D,20181128,000000,2692.6200000,2743.9100000,2684.3800000,2743.7900000,20609
SANDP-500,D,20181129,000000,2736.9700000,2753.7500000,2722.9400000,2737.7600000,19982
SANDP-500,D,20181130,000000,2737.7600000,2760.8500000,2732.7600000,2760.1700000,19552
SANDP-500,D,20181203,000000,2794.9900000,2800.1800000,2773.3800000,2790.3700000,20368
SANDP-500,D,20181204,000000,2782.4300000,2785.9300000,2697.1800000,2700.0600000,21485
SANDP-500,D,20181206,000000,2663.5100000,2695.9700000,2621.5300000,2695.9500000,21685
SANDP-500,D,20181207,000000,2691.2600000,2708.5400000,2623.1400000,2633.0800000,21549
SANDP-500,D,20181210,000000,2630.8600000,2647.5100000,2583.2300000,2637.7200000,21525
SANDP-500,D,20181211,000000,2664.4400000,2674.3500000,2621.3000000,2636.7800000,20589
SANDP-500,D,20181212,000000,2658.2300000,2685.4400000,2650.2600000,2651.0700000,20681
SANDP-500,D,20181213,000000,2658.7000000,2670.1900000,2637.2700000,2650.5400000,20644
SANDP-500,D,20181214,000000,2629.6800000,2635.0700000,2593.8400000,2599.9500000,20930
SANDP-500,D,20181217,000000,2590.7500000,2601.1300000,2530.5400000,2545.9400000,21172
SANDP-500,D,20181218,000000,2559.9000000,2573.9900000,2528.7100000,2546.1600000,21044
SANDP-500,D,20181219,000000,2547.0500000,2585.0400000,2489.1700000,2506.9600000,21195
SANDP-500,D,20181220,000000,2496.7700000,2509.6300000,2441.1800000,2467.4200000,22127
SANDP-500,D,20181221,000000,2465.3800000,2504.4100000,2408.5500000,2416.6200000,21999
SANDP-500,D,20181224,000000,2400.5600000,2410.3400000,2351.1000000,2351.1000000,12092
SANDP-500,D,20181226,000000,2363.1200000,2467.7600000,2346.5800000,2467.7000000,21689
SANDP-500,D,20181227,000000,2440.6500000,2489.1000000,2397.9400000,2488.8300000,21314
SANDP-500,D,20181228,000000,2498.7700000,2520.2700000,2472.8900000,2485.7400000,21580
SANDP-500,D,20181231,000000,2498.9400000,2509.2400000,2482.8200000,2506.8500000,20918
SANDP-500,D,20190102,000000,2476.9600000,2519.4900000,2467.4700000,2510.0300000,21148
SANDP-500,D,20190103,000000,2491.9200000,2493.1400000,2443.9600000,2447.8900000,21531
SANDP-500,D,20190104,000000,2474.3300000,2538.0700000,2474.3300000,2531.9400000,21009
SANDP-500,D,20190107,000000,2535.6100000,2566.1600000,2524.5600000,2549.6900000,20718
SANDP-500,D,20190108,000000,2568.1100000,2579.8200000,2547.5600000,2574.4100000,20748
SANDP-500,D,20190109,000000,2580.0000000,2595.3200000,2568.8900000,2584.9600000,20419
SANDP-500,D,20190110,000000,2572.2200000,2597.8200000,2562.0200000,2596.6400000,20282
SANDP-500,D,20190111,000000,2588.1100000,2596.2700000,2577.4000000,2596.2600000,19566
SANDP-500,D,20190114,000000,2580.3100000,2589.3200000,2570.4100000,2582.6100000,19258
SANDP-500,D,20190115,000000,2585.1000000,2613.0800000,2585.1000000,2610.3000000,19953
SANDP-500,D,20190116,000000,2614.7500000,2625.7600000,2612.6800000,2616.1000000,19478
SANDP-500,D,20190117,000000,2609.2800000,2645.0600000,2606.3600000,2635.9600000,19484
SANDP-500,D,20190118,000000,2651.2700000,2675.4700000,2647.5800000,2670.7100000,19920
SANDP-500,D,20190122,000000,2657.8800000,2657.8800000,2617.2700000,2632.9000000,20218
SANDP-500,D,20190123,000000,2643.4800000,2653.1900000,2612.8600000,2638.7000000,20204
SANDP-500,D,20190124,000000,2638.8400000,2647.2000000,2627.0100000,2642.3300000,19779
SANDP-500,D,20190125,000000,2657.4400000,2672.3800000,2657.3300000,2664.7600000,19571
SANDP-500,D,20190128,000000,2644.9700000,2644.9700000,2624.0600000,2643.8500000,19693
SANDP-500,D,20190129,000000,2644.8900000,2650.9300000,2631.0500000,2640.0000000,19415
SANDP-500,D,20190130,000000,2653.6200000,2690.4400000,2648.3400000,2681.0500000,20109
SANDP-500,D,20190131,000000,2684.6800000,2708.9500000,2678.6500000,2704.1000000,20166
SANDP-500,D,20190201,000000,2702.3200000,2716.6600000,2696.8800000,2706.5300000,20049
SANDP-500,D,20190204,000000,2706.4900000,2724.8800000,2698.7500000,2724.8700000,18757
SANDP-500,D,20190205,000000,2728.3400000,2738.9800000,2724.0300000,2737.7000000,19093
SANDP-500,D,20190206,000000,2735.0500000,2738.0800000,2724.1500000,2731.6100000,18910
SANDP-500,D,20190207,000000,2717.5300000,2719.3200000,2687.2600000,2706.0500000,20092
SANDP-500,D,20190208,000000,2692.3600000,2708.0700000,2681.8300000,2707.8800000,19446
SANDP-500,D,20190211,000000,2712.4000000,2718.0500000,2703.7900000,2709.8000000,18619
SANDP-500,D,20190212,000000,2722.6100000,2748.1900000,2722.6100000,2744.7300000,18551
SANDP-500,D,20190213,000000,2750.3000000,2761.8500000,2748.6300000,2753.0300000,18708
SANDP-500,D,20190214,000000,2743.5000000,2757.9000000,2731.2300000,2745.7300000,19065
SANDP-500,D,20190215,000000,2760.2400000,2775.6600000,2760.2400000,2775.6000000,18700
SANDP-500,D,20190219,000000,2769.2800000,2787.3300000,2767.2900000,2779.7600000,16746
SANDP-500,D,20190220,000000,2779.0500000,2789.8800000,2774.0600000,2784.7000000,18888
SANDP-500,D,20190221,000000,2780.2400000,2781.5800000,2764.5500000,2774.8800000,18625
SANDP-500,D,20190222,000000,2780.6700000,2794.1900000,2779.1100000,2792.6700000,18332
SANDP-500,D,20190225,000000,2805.8000000,2813.4900000,2794.9900000,2796.1100000,18495
SANDP-500,D,20190226,000000,2792.3600000,2803.1200000,2789.4700000,2793.9000000,18077
SANDP-500,D,20190227,000000,2787.5000000,2795.7600000,2775.1300000,2792.3800000,16807
SANDP-500,D,20190228,000000,2788.1100000,2793.7300000,2782.5100000,2784.4900000,18377
SANDP-500,D,20190301,000000,2798.2200000,2808.0200000,2787.3800000,2803.6900000,21775
SANDP-500,D,20190304,000000,2814.3700000,2816.8800000,2767.6600000,2792.8100000,23225
SANDP-500,D,20190305,000000,2794.4100000,2796.4400000,2782.9700000,2789.6500000,21961
SANDP-500,D,20190306,000000,2790.2700000,2790.2700000,2768.6900000,2771.4500000,22480
SANDP-500,D,20190307,000000,2766.5300000,2767.2500000,2739.0900000,2748.9300000,22953
SANDP-500,D,20190308,000000,2730.7900000,2744.1300000,2722.2700000,2743.0700000,22480
SANDP-500,D,20190311,000000,2747.6100000,2784.0000000,2747.6100000,2783.3000000,18775
SANDP-500,D,20190312,000000,2787.3400000,2798.3200000,2786.7300000,2791.5200000,21942
SANDP-500,D,20190313,000000,2799.7800000,2821.1300000,2799.7800000,2810.9200000,19583
SANDP-500,D,20190314,000000,2810.3800000,2815.0000000,2803.4600000,2808.4800000,19574
SANDP-500,D,20190315,000000,2810.7900000,2830.7300000,2810.7900000,2822.4800000,20417
SANDP-500,D,20190318,000000,2822.6100000,2835.4100000,2821.9900000,2832.9400000,21784
SANDP-500,D,20190319,000000,2840.7600000,2852.4200000,2823.2700000,2832.5700000,22338
SANDP-500,D,20190320,000000,2831.3400000,2843.5400000,2812.5400000,2824.2300000,22978
SANDP-500,D,20190321,000000,2819.7200000,2860.3100000,2817.3800000,2854.8800000,22856
SANDP-500,D,20190322,000000,2844.5200000,2846.1600000,2800.4700000,2800.7100000,23963
SANDP-500,D,20190325,000000,2796.0100000,2809.7900000,2785.0200000,2798.3600000,23765
SANDP-500,D,20190326,000000,2812.6600000,2829.8700000,2803.9900000,2818.4600000,23137
SANDP-500,D,20190327,000000,2819.7200000,2825.5600000,2787.7200000,2805.3700000,23466
SANDP-500,D,20190328,000000,2809.4000000,2819.7100000,2798.7700000,2815.4400000,22139
SANDP-500,D,20190329,000000,2828.2700000,2836.0300000,2819.2300000,2834.4000000,21836
SANDP-500,D,20190401,000000,2848.6300000,2869.4000000,2848.6300000,2867.1900000,20004
SANDP-500,D,20190402,000000,2868.2400000,2872.9000000,2858.7500000,2867.2400000,21610
SANDP-500,D,20190403,000000,2876.0900000,2885.1800000,2865.1700000,2873.4000000,17175
SANDP-500,D,20190404,000000,2873.9900000,2881.2800000,2867.1400000,2879.3900000,22070
SANDP-500,D,20190405,000000,2884.1600000,2893.2400000,2882.9900000,2892.7400000,21152
SANDP-500,D,20190408,000000,2888.4600000,2895.9500000,2880.7800000,2895.7700000,17833
SANDP-500,D,20190409,000000,2886.5800000,2886.8800000,2873.3300000,2878.2000000,19468
SANDP-500,D,20190410,000000,2881.3700000,2889.7100000,2879.1300000,2888.2100000,21251
SANDP-500,D,20190411,000000,2891.9200000,2893.4200000,2881.9900000,2888.3200000,21443
SANDP-500,D,20190412,000000,2900.8600000,2910.5400000,2898.3700000,2907.4100000,21830
SANDP-500,D,20190415,000000,2908.3200000,2909.6000000,2896.5800000,2905.5800000,14293
SANDP-500,D,20190416,000000,2912.2600000,2916.0600000,2900.7100000,2907.0600000,22054
SANDP-500,D,20190417,000000,2916.0400000,2918.0000000,2895.4500000,2900.4500000,22751
SANDP-500,D,20190418,000000,2904.8100000,2908.4000000,2891.9000000,2905.0300000,22000
SANDP-500,D,20190422,000000,2898.7800000,2909.5100000,2896.3500000,2907.9700000,21157
SANDP-500,D,20190423,000000,2909.9900000,2936.3100000,2908.5300000,2933.6800000,21734
SANDP-500,D,20190424,000000,2934.0000000,2936.8300000,2926.0500000,2927.2500000,21885
SANDP-500,D,20190425,000000,2928.9900000,2933.1000000,2912.8400000,2926.1700000,22678
SANDP-500,D,20190426,000000,2925.8100000,2939.8800000,2917.5600000,2939.8800000,22313
SANDP-500,D,20190429,000000,2940.5800000,2949.5200000,2939.3500000,2943.0300000,21532
SANDP-500,D,20190430,000000,2937.1400000,2948.2200000,2924.1100000,2945.8300000,22539
SANDP-500,D,20190501,000000,2952.3300000,2954.1300000,2923.4600000,2923.7300000,22923
SANDP-500,D,20190502,000000,2922.1600000,2931.6800000,2900.5000000,2917.5200000,23465
SANDP-500,D,20190503,000000,2929.2100000,2947.8500000,2929.2100000,2945.6400000,21972
SANDP-500,D,20190506,000000,2908.8900000,2937.3200000,2898.2100000,2932.4700000,22922
SANDP-500,D,20190507,000000,2913.0300000,2913.0300000,2862.6000000,2884.0500000,24243
SANDP-500,D,20190508,000000,2879.6100000,2897.9600000,2873.2800000,2879.4200000,22060
SANDP-500,D,20190509,000000,2859.8400000,2875.9700000,2836.4000000,2870.7200000,23979
SANDP-500,D,20190510,000000,2863.1000000,2891.3100000,2825.3900000,2881.4000000,24152
SANDP-500,D,20190513,000000,2840.1900000,2840.1900000,2801.4300000,2811.8700000,24409
SANDP-500,D,20190514,000000,2820.1200000,2852.5400000,2820.1200000,2834.4100000,23107
SANDP-500,D,20190515,000000,2820.3800000,2858.6800000,2815.0800000,2850.9600000,23080
SANDP-500,D,20190516,000000,2855.8000000,2892.1500000,2855.8000000,2876.3200000,22699
SANDP-500,D,20190517,000000,2858.6000000,2885.4800000,2854.2300000,2859.5300000,23298
SANDP-500,D,20190520,000000,2841.9400000,2853.8600000,2831.3300000,2840.2300000,21768
SANDP-500,D,20190521,000000,2854.0200000,2868.8800000,2854.0200000,2864.3600000,21789
SANDP-500,D,20190522,000000,2856.0600000,2865.4700000,2851.1100000,2856.2700000,22090
SANDP-500,D,20190523,000000,2836.7000000,2836.7000000,2805.4900000,2822.2400000,21984
SANDP-500,D,20190524,000000,2832.4100000,2841.3600000,2820.1900000,2826.0600000,21913
SANDP-500,D,20190528,000000,2830.0300000,2840.5100000,2802.0200000,2802.3900000,22436
SANDP-500,D,20190529,000000,2790.2500000,2792.0300000,2766.0600000,2783.0200000,23594
SANDP-500,D,20190530,000000,2786.9400000,2799.0000000,2776.7400000,2788.8600000,22496
SANDP-500,D,20190531,000000,2766.1500000,2768.9800000,2750.5200000,2752.0600000,22828
SANDP-500,D,20190603,000000,2751.5300000,2763.0700000,2728.9400000,2744.4500000,24446
SANDP-500,D,20190604,000000,2762.6400000,2804.4900000,2762.6400000,2803.2700000,23299
SANDP-500,D,20190605,000000,2818.0900000,2827.1800000,2800.9200000,2826.1500000,22909
SANDP-500,D,20190606,000000,2828.5100000,2852.1000000,2822.4500000,2843.4900000,22328
SANDP-500,D,20190607,000000,2852.8700000,2884.9700000,2852.8700000,2873.3400000,22130
SANDP-500,D,20190610,000000,2885.8300000,2904.7700000,2885.5100000,2886.7300000,22734
SANDP-500,D,20190611,000000,2903.2700000,2910.6100000,2878.5300000,2885.7200000,22908
SANDP-500,D,20190612,000000,2882.7300000,2888.5700000,2874.6800000,2879.8400000,21980
SANDP-500,D,20190613,000000,2886.2400000,2895.2400000,2881.9900000,2891.6400000,21841
SANDP-500,D,20190614,000000,2886.8200000,2894.4500000,2879.6200000,2886.9800000,21433
SANDP-500,D,20190617,000000,2889.7500000,2897.2700000,2887.3000000,2889.6700000,21130
SANDP-500,D,20190618,000000,2906.7100000,2930.7900000,2905.4400000,2917.7500000,22121
SANDP-500,D,20190619,000000,2920.5500000,2931.7300000,2914.3400000,2926.4600000,18685
SANDP-500,D,20190620,000000,2951.4300000,2958.0600000,2931.5000000,2954.1800000,19329
SANDP-500,D,20190621,000000,2952.7100000,2964.1500000,2946.8700000,2950.4600000,18663
SANDP-500,D,20190624,000000,2951.4200000,2954.9200000,2944.0500000,2945.3500000,18595
SANDP-500,D,20190625,000000,2945.7800000,2946.5200000,2916.0100000,2917.3800000,19498
SANDP-500,D,20190626,000000,2926.4300000,2932.5900000,2912.9900000,2913.7800000,19171
SANDP-500,D,20190627,000000,2919.6600000,2929.3000000,2918.8500000,2924.9200000,18190
SANDP-500,D,20190628,000000,2933.7600000,2943.9800000,2929.0500000,2941.7600000,18326
SANDP-500,D,20190701,000000,2971.4100000,2977.9300000,2952.2200000,2964.3300000,19133
SANDP-500,D,20190702,000000,2964.6600000,2973.1100000,2955.9200000,2973.0100000,18572
SANDP-500,D,20190703,000000,2978.0800000,2995.8400000,2978.0800000,2995.8200000,10484
SANDP-500,D,20190705,000000,2984.2500000,2994.0300000,2967.9700000,2990.4100000,18232
SANDP-500,D,20190708,000000,2979.7700000,2980.7600000,2970.0900000,2975.9500000,18245
SANDP-500,D,20190709,000000,2965.5200000,2981.9000000,2963.4400000,2979.6300000,17967
SANDP-500,D,20190710,000000,2989.3000000,3002.9800000,2984.6200000,2993.0700000,18814
SANDP-500,D,20190711,000000,2999.6200000,3002.3300000,2988.8000000,2999.9100000,18679
SANDP-500,D,20190712,000000,3003.3600000,3013.9200000,3001.8700000,3013.7700000,18039
SANDP-500,D,20190715,000000,3017.8000000,3017.8000000,3008.7700000,3014.3000000,17854
SANDP-500,D,20190716,000000,3012.1300000,3015.0200000,3001.1500000,3004.0400000,18630
SANDP-500,D,20190717,000000,3005.1000000,3005.2600000,2984.2500000,2984.4200000,18232
SANDP-500,D,20190718,000000,2978.8700000,2998.2800000,2973.0900000,2995.1100000,18970
SANDP-500,D,20190719,000000,3004.2600000,3006.0200000,2975.8600000,2976.6100000,19062
SANDP-500,D,20190722,000000,2981.9300000,2990.7100000,2976.6500000,2985.0300000,18191
SANDP-500,D,20190723,000000,2994.7400000,3005.9000000,2988.5600000,3005.4700000,18676
SANDP-500,D,20190724,000000,2998.7700000,3019.5700000,2996.8200000,3019.5600000,18550
SANDP-500,D,20190725,000000,3016.2600000,3016.3100000,2997.2400000,3003.6700000,19383
SANDP-500,D,20190726,000000,3013.2500000,3027.9800000,3012.5900000,3025.8600000,18416
SANDP-500,D,20190729,000000,3024.4700000,3025.6100000,3014.3000000,3020.9700000,18459
SANDP-500,D,20190730,000000,3007.6600000,3017.1900000,3000.9400000,3013.1800000,18537
SANDP-500,D,20190731,000000,3016.2200000,3017.4000000,2958.0800000,2980.3800000,18162
SANDP-500,D,20190801,000000,2980.3200000,3013.5900000,2945.2300000,2953.5600000,18823
